ISIN,name,ticker,fund_size,expense,replication,structure,strategy,currency,currency_risk,vol_1_year,inception,distribution_policy,distribution_frequency,domicile,provider,YTD,1m_return,3m_return,6m_return,1y_return,3y_return,5y_return,max_return,2022_return,2021_return,2020_return,2019_return,vol_1y,vol_3y,vol_5y,sharpe_1y,sharpe_3y,sharpe_5y,maxdrawdown_1y,maxdrawdown_3y,maxdrawdown_5y,maxdrawdown,description
FR0011871078,Lyxor PEA Chine (HSCEI) UCITS ETF - Capi,PASI,  GBP 33 m   , 0.65% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 29.95% ,20 May 2014,Accumulating,-,France,Amundi ETF,-13.96%,-5.13%,-8.15%,-17.13%,-16.26%,-43.00%,-43.76%,-11.43%,-12.53%,-25.33%,-4.04%,+9.77%,29.95%,28.16%,25.33%,-0.54,-0.61,-0.43,-27.80%,-55.18%,-55.18%,-55.92%," The Lyxor PEA Chine (HSCEI) UCITS ETF - Capi seeks to track the Hang Seng China Enterprises (HSCEI) index. The Hang Seng China Enterprise index (HSCEI) tracks the most important Chinese H-Shares, listed on the Hong Kong stock exchange.      The ETF's TER (total expense ratio) amounts to 0.65% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor PEA Chine (HSCEI) UCITS ETF - Capi is a small ETF with 33m GBP assets under management.    The ETF was launched on 20 May 2014  and is domiciled in France.  "
LU1598689153,Lyxor MSCI EMU Small Cap (DR) UCITS ETF - Dist,MMS,  GBP 173 m   , 0.40% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.21% ,31 March 2005,Distributing,Semi annually,Luxembourg,Amundi ETF,+3.66%,-4.54%,-3.64%,-5.89%,+8.26%,+22.55%,+16.08%,+338.99%,-12.29%,+15.16%,+11.09%,+21.90%,17.21%,17.64%,18.47%,0.48,0.40,0.16,-11.78%,-26.69%,-32.99%,-53.74%, The Lyxor MSCI EMU Small Cap (DR) UCITS ETF - Dist seeks to track the MSCI EMU Small Cap index. The MSCI EMU Small Cap index tracks small cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.40% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI EMU Small Cap (DR) UCITS ETF - Dist has 173m GBP assets under management.    The ETF was launched on 31 March 2005  and is domiciled in Luxembourg.  
FR0011869320,Lyxor PEA Inde (MSCI India) UCITS ETF - Capi,PINR,  GBP 20 m   , 0.85% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 15.17% ,13 May 2014,Accumulating,-,France,Amundi ETF,-0.92%,-1.34%,+4.91%,+5.09%,-7.09%,+48.42%,+32.47%,+114.99%,+1.93%,+24.69%,+10.20%,+2.48%,15.17%,17.06%,20.51%,-0.47,0.82,0.28,-20.49%,-20.49%,-37.13%,-37.13%, The Lyxor PEA Inde (MSCI India) UCITS ETF - Capi seeks to track the MSCI India index. The MSCI India index tracks the leading Indian stocks.      The ETF's TER (total expense ratio) amounts to 0.85% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor PEA Inde (MSCI India) UCITS ETF - Capi is a small ETF with 20m GBP assets under management.    The ETF was launched on 13 May 2014  and is domiciled in France.  
FR0007054358,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,MSE,"  GBP 2,014 m   ", 0.20% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 20.48% ,19 February 2001,Accumulating,-,France,Amundi ETF,+11.12%,-4.26%,-4.05%,-0.05%,+29.73%,+34.94%,+35.96%,+151.37%,-4.10%,+15.77%,+2.66%,+22.47%,20.48%,20.22%,21.20%,1.45,0.52,0.30,-7.98%,-22.12%,-31.99%,-52.97%," The Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc is a very large ETF with 2,014m GBP assets under management.    The ETF was launched on 19 February 2001  and is domiciled in France.  "
FR0011869312,Lyxor PEA Asie Pacifique (MSCI AC Asia Pacific Ex Japan) UCITS ETF - Acc,PAEJ,  GBP 29 m   , 0.60% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 17.58% ,13 May 2014,Accumulating,-,France,Amundi ETF,-6.62%,-5.48%,-5.48%,-9.77%,-10.82%,-5.07%,+2.18%,+61.06%,-7.81%,-3.12%,+17.93%,+14.42%,17.58%,16.42%,16.89%,-0.62,-0.10,0.03,-15.56%,-28.15%,-28.15%,-29.89%," The Lyxor PEA Asie Pacifique (MSCI AC Asia Pacific Ex Japan) UCITS ETF - Acc seeks to track the MSCI AC Asia Pacific ex Japan index. The MSCI AC Asia Pacific ex Japan index tracks equity markets of the emerging and developed countries of the Asia and Pacific region, excluding Japan.      The ETF's TER (total expense ratio) amounts to 0.60% p.a..  The Lyxor PEA Asie Pacifique (MSCI AC Asia Pacific Ex Japan) UCITS ETF - Acc is the only ETF that tracks the MSCI AC Asia Pacific ex Japan index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor PEA Asie Pacifique (MSCI AC Asia Pacific Ex Japan) UCITS ETF - Acc is a small ETF with 29m GBP assets under management.    The ETF was launched on 13 May 2014  and is domiciled in France.  "
LU1834983550,Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc,BRES,  GBP 373 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 25.53% ,25 August 2006,Accumulating,-,Luxembourg,Amundi ETF,-17.25%,-6.49%,-5.77%,-18.61%,-8.32%,+40.83%,+42.56%,+120.02%,+15.66%,+18.37%,+18.70%,+16.28%,25.53%,27.14%,28.92%,-0.33,0.45,0.25,-25.45%,-27.75%,-40.83%,-73.59%, The Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc seeks to track the STOXX® Europe 600 Basic Resources index. Der STOXX® Europe 600 Basic Resources index tracks the European basic resources sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc has 373m GBP assets under management.    The ETF was launched on 25 August 2006  and is domiciled in Luxembourg.  
LU1834988351,Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc,PHG,  GBP 51 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 17.90% ,18 August 2006,Accumulating,-,Luxembourg,Amundi ETF,+5.71%,-5.93%,-8.69%,-4.71%,+7.03%,+26.96%,+31.10%,+451.95%,-5.72%,+12.76%,+11.80%,+24.06%,17.90%,18.24%,18.53%,0.39,0.45,0.30,-12.01%,-22.22%,-24.50%,-34.78%, The Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc seeks to track the STOXX® Europe 600 Personal & Household Goods index. The STOXX® Europe 600 Personal & Household Goods index tracks the European Personal & Household Goods sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc is a small ETF with 51m GBP assets under management.    The ETF was launched on 18 August 2006  and is domiciled in Luxembourg.  
LU1681042864,Amundi MSCI USA UCITS ETF EUR (C),CU2,  GBP 396 m   , 0.28% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 19.18% ,18 April 2018,Accumulating,-,Luxembourg,Amundi ETF,+9.64%,-2.11%,+3.10%,+5.39%,-0.43%,+36.30%,+65.84%,+646.03%,-9.81%,+27.29%,+17.14%,+26.89%,19.18%,19.04%,22.10%,-0.02,0.57,0.48,-11.64%,-17.15%,-26.43%,-26.43%, The Amundi MSCI USA UCITS ETF EUR (C) seeks to track the MSCI USA index. The MSCI USA index tracks the leading stocks on the US market.      The ETF's TER (total expense ratio) amounts to 0.28% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi MSCI USA UCITS ETF EUR (C) has 396m GBP assets under management.    The ETF was launched on 18 April 2018  and is domiciled in Luxembourg.  
FR0011869270,Lyxor PEA Dow Jones Industrial Average UCITS ETF - Acc,PDJE,  GBP 60 m   , 0.50% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 17.44% ,13 May 2014,Accumulating,-,France,Amundi ETF,-0.89%,-1.42%,+0.91%,-0.08%,-3.79%,+32.30%,+44.78%,+214.99%,+3.98%,+20.89%,+5.65%,+20.54%,17.44%,17.48%,22.00%,-0.22,0.56,0.35,-9.79%,-10.29%,-29.33%,-29.33%, The Lyxor PEA Dow Jones Industrial Average UCITS ETF - Acc seeks to track the Dow Jones Industrial Average index. The Dow Jones Industrial Average index tracks the 30 largest industrial companies in the US.      The ETF's TER (total expense ratio) amounts to 0.50% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor PEA Dow Jones Industrial Average UCITS ETF - Acc is a small ETF with 60m GBP assets under management.    The ETF was launched on 13 May 2014  and is domiciled in France.  
FR0013041530,BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged,ESEH,  GBP 415 m   , 0.15% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency hedged, 19.27% ,28 October 2015,Accumulating,-,France,BNP Paribas Easy,+9.29%,-4.52%,+2.89%,+6.31%,+5.05%,+20.72%,+41.54%,+143.55%,-16.29%,+19.04%,+23.78%,+21.23%,19.27%,18.96%,21.94%,0.26,0.34,0.33,-13.10%,-23.78%,-26.70%,-26.70%, The BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged seeks to track the S&P 500® (EUR Hedged) index. The S&P 500® (EUR Hedged) index tracks the largest US stocks. Currency hedged to Euro (EUR).      The ETF's TER (total expense ratio) amounts to 0.15% p.a..  The BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged is the only ETF that tracks the S&P 500® (EUR Hedged) index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged has 415m GBP assets under management.    The ETF was launched on 28 October 2015  and is domiciled in France.  
LU1834985845,Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc,FOO,  GBP 101 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 13.95% ,18 August 2006,Accumulating,-,Luxembourg,Amundi ETF,-3.10%,-5.23%,-9.57%,-6.77%,-8.05%,+8.58%,+14.03%,+368.76%,-8.14%,+15.35%,-0.90%,+21.99%,13.95%,14.96%,16.18%,-0.58,0.19,0.16,-13.57%,-17.47%,-30.61%,-30.61%, The Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc seeks to track the STOXX® Europe 600 Food & Beverage index. The STOXX® Europe 600 Food & Beverage tracks the European Food & Beverages sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc has 101m GBP assets under management.    The ETF was launched on 18 August 2006  and is domiciled in Luxembourg.  
FR0010717090,Amundi ETF MSCI EMU High Dividend UCITS ETF EUR (C),CD8,  GBP 187 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 14.72% ,3 March 2009,Accumulating,-,France,Amundi ETF,+7.43%,-3.26%,-2.44%,-0.09%,+18.19%,+24.11%,+21.89%,+243.20%,-1.51%,+8.79%,-1.08%,+17.72%,14.72%,16.02%,18.25%,1.24,0.47,0.22,-8.49%,-17.34%,-32.43%,-36.71%," The Amundi ETF MSCI EMU High Dividend UCITS ETF EUR (C) seeks to track the MSCI EMU High Dividend Yield index. The MSCI EMU High Dividend Yield index tracks stocks of companies covering 11 countries in the European Economic and Monetary Union, and paying the highest dividend rate in each market.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF MSCI EMU High Dividend UCITS ETF EUR (C) has 187m GBP assets under management.    The ETF was launched on 3 March 2009  and is domiciled in France.  "
FR0011869338,Lyxor PEA Corée (MSCI Korea) UCITS ETF - Capi,PKRW,  GBP 5 m   , 0.45% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 25.26% ,13 May 2014,Accumulating,-,France,Amundi ETF,+2.68%,-8.41%,-4.89%,-4.96%,-4.96%,+1.98%,+1.80%,+45.82%,-20.82%,-7.59%,+37.75%,+7.60%,25.26%,22.65%,24.48%,-0.20,0.03,0.01,-14.89%,-39.57%,-39.57%,-39.57%, The Lyxor PEA Corée (MSCI Korea) UCITS ETF - Capi seeks to track the MSCI Korea 20/35 index. The MSCI Korea 20/35 index tracks large and mid cap Korean stocks. The weight of the largest constituent is constrained to 35% and the weights of all other constituents are constrained to a maximum of 20%.      The ETF's TER (total expense ratio) amounts to 0.45% p.a..  The Lyxor PEA Corée (MSCI Korea) UCITS ETF - Capi is the cheapest ETF that tracks the MSCI Korea 20/35 index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor PEA Corée (MSCI Korea) UCITS ETF - Capi is a very small ETF with 5m GBP assets under management.    The ETF was launched on 13 May 2014  and is domiciled in France.  
LU1291101555,BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF,EESM,  GBP 70 m   , 0.25% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 17.68% ,19 February 2016,Accumulating,-,Luxembourg,BNP Paribas Easy,-2.20%,-5.44%,-6.89%,-7.58%,-3.63%,+3.82%,-0.82%,+59.11%,-18.54%,+10.65%,+9.67%,+25.12%,17.68%,17.65%,18.73%,-0.21,0.07,-0.01,-15.25%,-32.20%,-35.25%,-35.25%," The BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF seeks to track the MSCI Europe Small Cap SRI S-Series PAB 5% Capped index. The MSCI Europe Small Cap SRI S-Series PAB 5% Capped index tracks European small cap stocks. Only companies with very high Environmental, Social and Governance (ESG) ratings, relative to their sector peers, are considered. Companies that generate significant portions of their revenues in non-sustainable activities are excluded. The weight of each company is capped to 5%.      The ETF's TER (total expense ratio) amounts to 0.25% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF is a small ETF with 70m GBP assets under management.    The ETF was launched on 19 February 2016  and is domiciled in Luxembourg.  "
LU1681047236,Amundi EURO STOXX 50 UCITS ETF EUR (C),C50,"  GBP 1,308 m   ", 0.15% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.59% ,16 September 2008,Accumulating,-,Luxembourg,Amundi ETF,+11.23%,-4.15%,-3.93%,+0.03%,+21.30%,+35.38%,+36.24%,+140.52%,-4.00%,+15.83%,+2.57%,+25.23%,17.59%,19.30%,20.71%,1.21,0.55,0.31,-7.97%,-22.11%,-32.08%,-36.32%," The Amundi EURO STOXX 50 UCITS ETF EUR (C) seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.15% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi EURO STOXX 50 UCITS ETF EUR (C) is a very large ETF with 1,308m GBP assets under management.    The ETF was launched on 16 September 2008  and is domiciled in Luxembourg.  "
LU0908501058,Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Acc,MFED,  GBP 250 m   , 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.89% ,3 April 2013,Accumulating,-,Luxembourg,Amundi ETF,+8.30%,-4.69%,-4.00%,-2.05%,+22.56%,+27.18%,+25.78%,+130.46%,-8.60%,+15.17%,+6.29%,+20.52%,19.89%,19.10%,20.09%,1.13,0.44,0.23,-10.06%,-22.90%,-31.49%,-31.49%, The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Acc seeks to track the MSCI EMU ESG Broad CTB Select index. The MSCI EMU ESG Broad CTB Select index tracks large and mid cap stocks from Eurozone countries. Securities are selected and weighted according to sustainability criteria and EU directives on climate protection. The parent index is the MSCI EMU.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Acc is the only ETF that tracks the MSCI EMU ESG Broad CTB Select index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Acc has 250m GBP assets under management.    The ETF was launched on 3 April 2013  and is domiciled in Luxembourg.  
FR0013412293,Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged,P500H,  GBP 108 m   , 0.28% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency hedged, 19.20% ,15 May 2019,Accumulating,-,France,Amundi ETF,+9.09%,-4.50%,+2.81%,+6.11%,+2.26%,+19.82%,-,+43.72%,-16.46%,+18.72%,+23.43%,-,19.20%,18.85%,-,0.12,0.33,-,-13.91%,-23.95%,-,-26.74%, The Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged seeks to track the S&P 500® (EUR Hedged) index. The S&P 500® (EUR Hedged) index tracks the largest US stocks. Currency hedged to Euro (EUR).      The ETF's TER (total expense ratio) amounts to 0.28% p.a..  The Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged is the only ETF that tracks the S&P 500® (EUR Hedged) index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged has 108m GBP assets under management.    The ETF was launched on 15 May 2019  and is domiciled in France.  
LU1598688189,Lyxor MSCI EMU Growth (DR) UCITS ETF - Dist,GWT,  GBP 69 m   , 0.40% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 23.43% ,1 April 2005,Distributing,Semi annually,Luxembourg,Amundi ETF,+9.28%,-5.32%,-6.14%,-2.36%,+20.87%,+18.54%,+27.33%,+209.62%,-15.44%,+15.70%,+11.98%,+26.01%,23.43%,21.42%,21.15%,0.89,0.27,0.23,-10.32%,-28.04%,-28.98%,-43.82%," The Lyxor MSCI EMU Growth (DR) UCITS ETF - Dist seeks to track the MSCI EMU Growth index. The MSCI EMU Growth index tracks growth stocks from countries in the European Monetary Union, with high growth potential.      The ETF's TER (total expense ratio) amounts to 0.40% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI EMU Growth (DR) UCITS ETF - Dist is a small ETF with 69m GBP assets under management.    The ETF was launched on 1 April 2005  and is domiciled in Luxembourg.  "
